review,label,tokens
jelek jual bayar,0,"['jelek', 'jual', 'bayar']"
pengirimann lambattttttt,0,"['pengirimann', 'lambattttttt']"
bgs,1,['bgs']
ngisi alamat kayak nguras air laut pakek sendok ndak niat apliaksi ndak ngisi manual nggak,0,"['ngisi', 'alamat', 'kayak', 'nguras', 'air', 'laut', 'pakek', 'sendok', 'ndak', 'niat', 'apliaksi', 'ndak', 'ngisi', 'manual', 'nggak']"
login sulit kode otp masuk slalu gagal gk pake lsg uninstall,0,"['login', 'sulit', 'kode', 'otp', 'masuk', 'slalu', 'gagal', 'gk', 'pake', 'lsg', 'uninstall']"
batal otomatis sesuai tanggal lazada komitmen seller atur libur idul fitri seller tunggu barang beli proses kemas kirim mudah beli one tap and go lazadamanagementpayah,0,"['batal', 'otomatis', 'sesuai', 'tanggal', 'lazada', 'komitmen', 'seller', 'atur', 'libur', 'idul', 'fitri', 'seller', 'tunggu', 'barang', 'beli', 'proses', 'kemas', 'kirim', 'mudah', 'beli', 'one', 'tap', 'and', 'go', 'lazadamanagementpayah']"
belanja pas vocher ribu hilang sistem hilang,0,"['belanja', 'pas', 'vocher', 'ribu', 'hilang', 'sistem', 'hilang']"
aplikasi lazada bagus paket takdiantar jne ninja fan antar,0,"['aplikasi', 'lazada', 'bagus', 'paket', 'takdiantar', 'jne', 'ninja', 'fan', 'antar']"
ongkirnya,0,['ongkirnya']
amanah jujur,1,"['amanah', 'jujur']"
apk banyak iklan,0,"['apk', 'banyak', 'iklan']"
pesan batal chat live pingpong ulang kali langsung delete lazada muka bumi layan profesional salah jasa kirim langgan korban,0,"['pesan', 'batal', 'chat', 'live', 'pingpong', 'ulang', 'kali', 'langsung', 'delete', 'lazada', 'muka', 'bumi', 'layan', 'profesional', 'salah', 'jasa', 'kirim', 'langgan', 'korban']"
update ganggu bug akun suka logout ongkir mahal cari barang butuh susah,0,"['update', 'ganggu', 'bug', 'akun', 'suka', 'logout', 'ongkir', 'mahal', 'cari', 'barang', 'butuh', 'susah']"
benernya persen lazada estimasi jam jam sampe barang jelek nyesel pesan lazada selenggara jasa tpi tanggung tai toko online bangke sesuai iklan lazada aplikasi bangke,0,"['benernya', 'persen', 'lazada', 'estimasi', 'jam', 'jam', 'sampe', 'barang', 'jelek', 'nyesel', 'pesan', 'lazada', 'selenggara', 'jasa', 'tpi', 'tanggung', 'tai', 'toko', 'online', 'bangke', 'sesuai', 'iklan', 'lazada', 'aplikasi', 'bangke']"
klik link lazada mulu sat,0,"['klik', 'link', 'lazada', 'mulu', 'sat']"
aplikasi lazada sekrang buruk kmren mesen paket eh paket dateng gimana kurir rada bodoh paket batalin gimna tolong baik,0,"['aplikasi', 'lazada', 'sekrang', 'buruk', 'kmren', 'mesen', 'paket', 'eh', 'paket', 'dateng', 'gimana', 'kurir', 'rada', 'bodoh', 'paket', 'batalin', 'gimna', 'tolong', 'baik']"
males lazada iklann main game iklan lazada trus hp ngblank gk apain,0,"['males', 'lazada', 'iklann', 'main', 'game', 'iklan', 'lazada', 'trus', 'hp', 'ngblank', 'gk', 'apain']"
paket gerak normal kirim jalur kapal laut lazada barang jalan kaki uang iklan alangkah baik uang tambah karyawan,0,"['paket', 'gerak', 'normal', 'kirim', 'jalur', 'kapal', 'laut', 'lazada', 'barang', 'jalan', 'kaki', 'uang', 'iklan', 'alangkah', 'baik', 'uang', 'tambah', 'karyawan']"
anjing banget ni apk,0,"['anjing', 'banget', 'ni', 'apk']"
lazada lengkap bayar dukung bayar va bri,0,"['lazada', 'lengkap', 'bayar', 'dukung', 'bayar', 'va', 'bri']"
lazada mememekekekkekeke,0,"['lazada', 'mememekekekkekeke']"
toko lazmall nakal udah x nglamanin barang rusak kirim sen barang a kirim barang b toko lazmall retur jg nerima buruk lazada,0,"['toko', 'lazmall', 'nakal', 'udah', 'x', 'nglamanin', 'barang', 'rusak', 'kirim', 'sen', 'barang', 'a', 'kirim', 'barang', 'b', 'toko', 'lazmall', 'retur', 'jg', 'nerima', 'buruk', 'lazada']"
ajg apk,0,"['ajg', 'apk']"
iklan ngeselin,0,"['iklan', 'ngeselin']"
gk kagak ngiklan gogle sulit gua sat download file,0,"['gk', 'kagak', 'ngiklan', 'gogle', 'sulit', 'gua', 'sat', 'download', 'file']"
ikal lazada suka ganggu tinggal lazada kau,0,"['ikal', 'lazada', 'suka', 'ganggu', 'tinggal', 'lazada', 'kau']"
apk anj gw beli susah jaring udh bgus tetep loading blog,0,"['apk', 'anj', 'gw', 'beli', 'susah', 'jaring', 'udh', 'bgus', 'tetep', 'loading', 'blog']"
belanja sni kecewa trs kapok kapok kapok nyesel banget gratis ongkir murah klu slalu kecewa sedih nyesel banget senyesel senyeselnya kirim slalu ekspedisi rusak barang jalan mw tanggung return buang buang uang moga voucher gratis ongkir slalu malas belanja sni,0,"['belanja', 'sni', 'kecewa', 'trs', 'kapok', 'kapok', 'kapok', 'nyesel', 'banget', 'gratis', 'ongkir', 'murah', 'klu', 'slalu', 'kecewa', 'sedih', 'nyesel', 'banget', 'senyesel', 'senyeselnya', 'kirim', 'slalu', 'ekspedisi', 'rusak', 'barang', 'jalan', 'mw', 'tanggung', 'return', 'buang', 'buang', 'uang', 'moga', 'voucher', 'gratis', 'ongkir', 'slalu', 'malas', 'belanja', 'sni']"
aplikasi ndk jlas tekan link download masuk play store gangu,0,"['aplikasi', 'ndk', 'jlas', 'tekan', 'link', 'download', 'masuk', 'play', 'store', 'gangu']"
aplikasi haram,0,"['aplikasi', 'haram']"
tolong baik apps lazada kecwa tari saldo lazada udah hri mas dlm proses mohon respon devlopr,0,"['tolong', 'baik', 'apps', 'lazada', 'kecwa', 'tari', 'saldo', 'lazada', 'udah', 'hri', 'mas', 'dlm', 'proses', 'mohon', 'respon', 'devlopr']"
bagus banget,1,"['bagus', 'banget']"
aplikasi tolol ganggu orang,0,"['aplikasi', 'tolol', 'ganggu', 'orang']"
kirim produk rusak retur tgl april retur terima jual minggu selesai ecek barang retur terang bayar,0,"['kirim', 'produk', 'rusak', 'retur', 'tgl', 'april', 'retur', 'terima', 'jual', 'minggu', 'selesai', 'ecek', 'barang', 'retur', 'terang', 'bayar']"
buruk link iklan nyangkut,0,"['buruk', 'link', 'iklan', 'nyangkut']"
sumpah lazada iklan ngulang ganggu,0,"['sumpah', 'lazada', 'iklan', 'ngulang', 'ganggu']"
aplikasi,0,['aplikasi']
lazada paylater limit sedia update aplikasi kesini performa lazada buruk,0,"['lazada', 'paylater', 'limit', 'sedia', 'update', 'aplikasi', 'kesini', 'performa', 'lazada', 'buruk']"
harga rupiah ongkirnya rb helo voucher klaim pakai adain voucher coba jelasss,0,"['harga', 'rupiah', 'ongkirnya', 'rb', 'helo', 'voucher', 'klaim', 'pakai', 'adain', 'voucher', 'coba', 'jelasss']"
mending hapus iklan jls ganggu orang,0,"['mending', 'hapus', 'iklan', 'jls', 'ganggu', 'orang']"
bagus bnget apknya,1,"['bagus', 'bnget', 'apknya']"
mantap,1,['mantap']
lazada sy keluarga make aplikasi lazada tp semenjak tgl sampe skrg barang sy retur kabar y mas prosrs kirim k jual jalan kastamer perhati tolong donk jasa kirim retur tolong gerah proses kirim k penjualya simpel retur kirim ulang k sy org nunggunanya k jual y blom sampe barang returanya blum proses hadu kecewa bgt,0,"['lazada', 'sy', 'keluarga', 'make', 'aplikasi', 'lazada', 'tp', 'semenjak', 'tgl', 'sampe', 'skrg', 'barang', 'sy', 'retur', 'kabar', 'y', 'mas', 'prosrs', 'kirim', 'k', 'jual', 'jalan', 'kastamer', 'perhati', 'tolong', 'donk', 'jasa', 'kirim', 'retur', 'tolong', 'gerah', 'proses', 'kirim', 'k', 'penjualya', 'simpel', 'retur', 'kirim', 'ulang', 'k', 'sy', 'org', 'nunggunanya', 'k', 'jual', 'y', 'blom', 'sampe', 'barang', 'returanya', 'blum', 'proses', 'hadu', 'kecewa', 'bgt']"
stiap buka aplikasi iklan lazada mulu gw hpus dah apk lazada,0,"['stiap', 'buka', 'aplikasi', 'iklan', 'lazada', 'mulu', 'gw', 'hpus', 'dah', 'apk', 'lazada']"
paket dr minggu kirim klaim paket hilang suruh nunggu ganti status pesan kembali dana ribet chat cs lazada chat instagram cs lazada whatsapp gudang lokasi paket hilang responya imbal cs balas balas sm uda itikad sm dr lazada hati belanja lazada kembali dana apk buruk,0,"['paket', 'dr', 'minggu', 'kirim', 'klaim', 'paket', 'hilang', 'suruh', 'nunggu', 'ganti', 'status', 'pesan', 'kembali', 'dana', 'ribet', 'chat', 'cs', 'lazada', 'chat', 'instagram', 'cs', 'lazada', 'whatsapp', 'gudang', 'lokasi', 'paket', 'hilang', 'responya', 'imbal', 'cs', 'balas', 'balas', 'sm', 'uda', 'itikad', 'sm', 'dr', 'lazada', 'hati', 'belanja', 'lazada', 'kembali', 'dana', 'apk', 'buruk']"
barang batal kirim gantung,0,"['barang', 'batal', 'kirim', 'gantung']"
iklan ganggu,0,"['iklan', 'ganggu']"
maf akun hapus main main difitus lazada hapus sat nyaman spylter tolak,0,"['maf', 'akun', 'hapus', 'main', 'main', 'difitus', 'lazada', 'hapus', 'sat', 'nyaman', 'spylter', 'tolak']"
team tiga lazada paylater sopan tamu rumah lebaran kunjung tagih apa,0,"['team', 'tiga', 'lazada', 'paylater', 'sopan', 'tamu', 'rumah', 'lebaran', 'kunjung', 'tagih', 'apa']"
kirim paket minggu,0,"['kirim', 'paket', 'minggu']"
jelek,0,['jelek']
jelek,0,['jelek']
aplikasi anjing gausah iklan aplikasi ngga anjinkkk,0,"['aplikasi', 'anjing', 'gausah', 'iklan', 'aplikasi', 'ngga', 'anjinkkk']"
halo min mohon tingkat sistem keamananya kualitas seller karna modus mengatasnamakan lazada kerabat beli baju langsung orang beli produk tsb alhasil langsung arah chat wa tipu,0,"['halo', 'min', 'mohon', 'tingkat', 'sistem', 'keamananya', 'kualitas', 'seller', 'karna', 'modus', 'mengatasnamakan', 'lazada', 'kerabat', 'beli', 'baju', 'langsung', 'orang', 'beli', 'produk', 'tsb', 'alhasil', 'langsung', 'arah', 'chat', 'wa', 'tipu']"
ganggu iklan kontoll lajada babi,0,"['ganggu', 'iklan', 'kontoll', 'lajada', 'babi']"
sebenernya puas belanja cuman dar belanja pencet voucer gratis ongkir gagal mulu alasanny akun curiga trus v unistal pindah belah,0,"['sebenernya', 'puas', 'belanja', 'cuman', 'dar', 'belanja', 'pencet', 'voucer', 'gratis', 'ongkir', 'gagal', 'mulu', 'alasanny', 'akun', 'curiga', 'trus', 'v', 'unistal', 'pindah', 'belah']"
iklan ae,0,"['iklan', 'ae']"
pusing aplikasi suka i suruh instal mulu,0,"['pusing', 'aplikasi', 'suka', 'i', 'suruh', 'instal', 'mulu']"
nonaktif limit lazpaylater alas karna limitnta,0,"['nonaktif', 'limit', 'lazpaylater', 'alas', 'karna', 'limitnta']"
estimasi tanggal april apr informasi update,0,"['estimasi', 'tanggal', 'april', 'apr', 'informasi', 'update']"
sekali dapet diskon gede barang kemas licik emang ni,0,"['sekali', 'dapet', 'diskon', 'gede', 'barang', 'kemas', 'licik', 'emang', 'ni']"
lazada lol gw download lagu muncul lazada,0,"['lazada', 'lol', 'gw', 'download', 'lagu', 'muncul', 'lazada']"
lazada beli bedak kirim jepit bulu mata bantu lazada kendala alas aju kembali dana progres batal ganti kembali barang kasih sempat salah batal lepas tanggung ampun deh lazada tutup akun kyk gin,0,"['lazada', 'beli', 'bedak', 'kirim', 'jepit', 'bulu', 'mata', 'bantu', 'lazada', 'kendala', 'alas', 'aju', 'kembali', 'dana', 'progres', 'batal', 'ganti', 'kembali', 'barang', 'kasih', 'sempat', 'salah', 'batal', 'lepas', 'tanggung', 'ampun', 'deh', 'lazada', 'tutup', 'akun', 'kyk', 'gin']"
iklan spam ajg,0,"['iklan', 'spam', 'ajg']"
jembod download kesini mulu dr,0,"['jembod', 'download', 'kesini', 'mulu', 'dr']"
i ujuk guru om nuri bubu juru nur lku,0,"['i', 'ujuk', 'guru', 'om', 'nuri', 'bubu', 'juru', 'nur', 'lku']"
kaco lapak laza sy batal pesan kirim,0,"['kaco', 'lapak', 'laza', 'sy', 'batal', 'pesan', 'kirim']"
moga tokonye amanah ye,0,"['moga', 'tokonye', 'amanah', 'ye']"
kecewa beli paket data nunggu udah jm belm masuk masuk,0,"['kecewa', 'beli', 'paket', 'data', 'nunggu', 'udah', 'jm', 'belm', 'masuk', 'masuk']"
gimana vocer gratis ongkir ujung gunain siang eror update,0,"['gimana', 'vocer', 'gratis', 'ongkir', 'ujung', 'gunain', 'siang', 'eror', 'update']"
aplikasi kridit hp gk,0,"['aplikasi', 'kridit', 'hp', 'gk']"
bagus,1,['bagus']
ambil dana iya udah,0,"['ambil', 'dana', 'iya', 'udah']"
lazada oke lazpaylater payahhhhh payahhhh lo ahhh,0,"['lazada', 'oke', 'lazpaylater', 'payahhhhh', 'payahhhh', 'lo', 'ahhh']"
link lazada maksa download aneh,0,"['link', 'lazada', 'maksa', 'download', 'aneh']"
kadang sesuai pesan,0,"['kadang', 'sesuai', 'pesan']"
lazada kntlll mmk lh ppk,0,"['lazada', 'kntlll', 'mmk', 'lh', 'ppk']"
aplikasi mending shope tokopedia,0,"['aplikasi', 'mending', 'shope', 'tokopedia']"
akses lazada playleter,0,"['akses', 'lazada', 'playleter']"
iklan kirim sgt lambat deskripsi,0,"['iklan', 'kirim', 'sgt', 'lambat', 'deskripsi']"
apk kontl unfaedah,0,"['apk', 'kontl', 'unfaedah']"
susah masuk aplikasi lazada kode invalid udah nomor handphone,0,"['susah', 'masuk', 'aplikasi', 'lazada', 'kode', 'invalid', 'udah', 'nomor', 'handphone']"
pengirimanya banget ni udh,0,"['pengirimanya', 'banget', 'ni', 'udh']"
bintang ku kasih bintang layan buruk kurir ajg,0,"['bintang', 'ku', 'kasih', 'bintang', 'layan', 'buruk', 'kurir', 'ajg']"
deskripsi evaluasi,0,"['deskripsi', 'evaluasi']"
pingin download game crome lazada,0,"['pingin', 'download', 'game', 'crome', 'lazada']"
seller dilazada tipu bantu lazada tipu,0,"['seller', 'dilazada', 'tipu', 'bantu', 'lazada', 'tipu']"
udah update nggk klik,0,"['udah', 'update', 'nggk', 'klik']"
langgan lazada beli online lazada kecewa karnah iklan lazada nyampah akun mana salah klik langsung lazada lazada akan paksa orang belanja auto pindah belanja online karnah iklan lazada slalu nyampah ganggu,0,"['langgan', 'lazada', 'beli', 'online', 'lazada', 'kecewa', 'karnah', 'iklan', 'lazada', 'nyampah', 'akun', 'mana', 'salah', 'klik', 'langsung', 'lazada', 'lazada', 'akan', 'paksa', 'orang', 'belanja', 'auto', 'pindah', 'belanja', 'online', 'karnah', 'iklan', 'lazada', 'slalu', 'nyampah', 'ganggu']"
lazada ko sen langsung batal nunggu tuju penujual kecewa karna mes barang double udah ngajuin batal eh tolak jual,0,"['lazada', 'ko', 'sen', 'langsung', 'batal', 'nunggu', 'tuju', 'penujual', 'kecewa', 'karna', 'mes', 'barang', 'double', 'udah', 'ngajuin', 'batal', 'eh', 'tolak', 'jual']"
jelek jasa kirim jt barang hilang pake ninja bagus,0,"['jelek', 'jasa', 'kirim', 'jt', 'barang', 'hilang', 'pake', 'ninja', 'bagus']"
gk,0,['gk']
rusakkk gj,0,"['rusakkk', 'gj']"
lumayan,1,['lumayan']
lazada jual tipu,0,"['lazada', 'jual', 'tipu']"
iklan gangu anj,0,"['iklan', 'gangu', 'anj']"
jual ramah kirim bet,0,"['jual', 'ramah', 'kirim', 'bet']"
pakai ninjavanid kirim lambat lot ganti jasa kirim,0,"['pakai', 'ninjavanid', 'kirim', 'lambat', 'lot', 'ganti', 'jasa', 'kirim']"
kurir lazada kes paksa bayar orng mesen ninggalin duit saya suruh bsk ngedumel bayar emng titipin duit orng megang duit hubung gimana,0,"['kurir', 'lazada', 'kes', 'paksa', 'bayar', 'orng', 'mesen', 'ninggalin', 'duit', 'saya', 'suruh', 'bsk', 'ngedumel', 'bayar', 'emng', 'titipin', 'duit', 'orng', 'megang', 'duit', 'hubung', 'gimana']"
payqh,0,['payqh']
iklan aplikasi hapus beri bintang,0,"['iklan', 'aplikasi', 'hapus', 'beri', 'bintang']"
stack,0,['stack']
suka error,0,"['suka', 'error']"
ongkir mahal,0,"['ongkir', 'mahal']"
download pake lazada mesen udh bayar eh kecewa ekspedisi kerja raranow sampe gagal kirim aplikasi blank,0,"['download', 'pake', 'lazada', 'mesen', 'udh', 'bayar', 'eh', 'kecewa', 'ekspedisi', 'kerja', 'raranow', 'sampe', 'gagal', 'kirim', 'aplikasi', 'blank']"
estimasi sesuai paket nyasar tp konfirmasi alamat sumbar kirim medan chat tgl lambat tgl parah live chat jawab kyk pakai mesin otomatis jawab medan padang eh status tangerang skrg tgl paket,0,"['estimasi', 'sesuai', 'paket', 'nyasar', 'tp', 'konfirmasi', 'alamat', 'sumbar', 'kirim', 'medan', 'chat', 'tgl', 'lambat', 'tgl', 'parah', 'live', 'chat', 'jawab', 'kyk', 'pakai', 'mesin', 'otomatis', 'jawab', 'medan', 'padang', 'eh', 'status', 'tangerang', 'skrg', 'tgl', 'paket']"
jual jual senjata tajam ko black list biar dampak beli anakanak sekolah lazada jelek kualitas kaya shope,0,"['jual', 'jual', 'senjata', 'tajam', 'ko', 'black', 'list', 'biar', 'dampak', 'beli', 'anakanak', 'sekolah', 'lazada', 'jelek', 'kualitas', 'kaya', 'shope']"
apk sesuai,0,"['apk', 'sesuai']"
woy iklan tu kelink lazada,0,"['woy', 'iklan', 'tu', 'kelink', 'lazada']"
iklan ganggu,0,"['iklan', 'ganggu']"
banyak iklan aplikasi,0,"['banyak', 'iklan', 'aplikasi']"
pakai paylater telat bayar x,0,"['pakai', 'paylater', 'telat', 'bayar', 'x']"
gg,1,['gg']
anj gua download ganggu ama kntl,0,"['anj', 'gua', 'download', 'ganggu', 'ama', 'kntl']"
barang kw,0,"['barang', 'kw']"
sngat buruk,0,"['sngat', 'buruk']"
jlk,0,['jlk']
iklan tu sampah anjg aps bnyak minus udah gitu nyampah muakin,0,"['iklan', 'tu', 'sampah', 'anjg', 'aps', 'bnyak', 'minus', 'udah', 'gitu', 'nyampah', 'muakin']"
ongkirnya kesini masuk akal dulunya sampe an,0,"['ongkirnya', 'kesini', 'masuk', 'akal', 'dulunya', 'sampe', 'an']"
pihat kualitas dullubru kasih,0,"['pihat', 'kualitas', 'dullubru', 'kasih']"
coba,0,['coba']
star firs,1,"['star', 'firs']"
paylater ku gabisa lgi kak,0,"['paylater', 'ku', 'gabisa', 'lgi', 'kak']"
makasih,1,['makasih']
kurang bintang ko kucewa,0,"['kurang', 'bintang', 'ko', 'kucewa']"
pesan mudah barangya bagus sesuai pesan,0,"['pesan', 'mudah', 'barangya', 'bagus', 'sesuai', 'pesan']"
bagus,1,['bagus']
lazada mantap,1,"['lazada', 'mantap']"
oke,1,['oke']
paket blm kunjung kurun minggu sampe tolong perhati logistik kirim rim barang pes customer,0,"['paket', 'blm', 'kunjung', 'kurun', 'minggu', 'sampe', 'tolong', 'perhati', 'logistik', 'kirim', 'rim', 'barang', 'pes', 'customer']"
bagus,1,['bagus']
download,1,['download']
review barang objektif filter dasar bintang hilang kaga klik kayak,0,"['review', 'barang', 'objektif', 'filter', 'dasar', 'bintang', 'hilang', 'kaga', 'klik', 'kayak']"
lazada belanja sorg gx pake vcr gratis ongkir ket v trs vcr jg gx knp,0,"['lazada', 'belanja', 'sorg', 'gx', 'pake', 'vcr', 'gratis', 'ongkir', 'ket', 'v', 'trs', 'vcr', 'jg', 'gx', 'knp']"
tolong voucher udh langgan lazada udh tahun banyak voucher dikit,0,"['tolong', 'voucher', 'udh', 'langgan', 'lazada', 'udh', 'tahun', 'banyak', 'voucher', 'dikit']"
emng kirim slalu gimana gila minggu blm dateng paket,0,"['emng', 'kirim', 'slalu', 'gimana', 'gila', 'minggu', 'blm', 'dateng', 'paket']"
pel,1,['pel']
lazada skrg kirim super bgt bgt bgt kirainsatu toko doang kali kirim super,0,"['lazada', 'skrg', 'kirim', 'super', 'bgt', 'bgt', 'bgt', 'kirainsatu', 'toko', 'doang', 'kali', 'kirim', 'super']"
bgus,1,['bgus']
lazada skrg ongkir rb skrg udah rb tdinya enakk lazada ongkir murahh,0,"['lazada', 'skrg', 'ongkir', 'rb', 'skrg', 'udah', 'rb', 'tdinya', 'enakk', 'lazada', 'ongkir', 'murahh']"
isin,0,['isin']
expedisi random pilih expedisi kali dikirm via jnt kecewa baik costumer pindah toko,0,"['expedisi', 'random', 'pilih', 'expedisi', 'kali', 'dikirm', 'via', 'jnt', 'kecewa', 'baik', 'costumer', 'pindah', 'toko']"
knp ongkirnya jdi mahal pdahal bln kmrin msih murah,0,"['knp', 'ongkirnya', 'jdi', 'mahal', 'pdahal', 'bln', 'kmrin', 'msih', 'murah']"
lazada tolong deh cari ekspedisi cepet ekspedisi lex ninnja cepet kali ekspedisi jn lelet banget deh minggu maju maju ti barang udah kota tetep maju,0,"['lazada', 'tolong', 'deh', 'cari', 'ekspedisi', 'cepet', 'ekspedisi', 'lex', 'ninnja', 'cepet', 'kali', 'ekspedisi', 'jn', 'lelet', 'banget', 'deh', 'minggu', 'maju', 'maju', 'ti', 'barang', 'udah', 'kota', 'tetep', 'maju']"
bintang ajah kaka soalnyah pesan toko moga barangnyah bagus amanah insya allah kalow bagus langgan yh kaka,0,"['bintang', 'ajah', 'kaka', 'soalnyah', 'pesan', 'toko', 'moga', 'barangnyah', 'bagus', 'amanah', 'insya', 'allah', 'kalow', 'bagus', 'langgan', 'yh', 'kaka']"
aplikasi bagus depan milih kirim barang,1,"['aplikasi', 'bagus', 'depan', 'milih', 'kirim', 'barang']"
pake playleter lazada tunggak,0,"['pake', 'playleter', 'lazada', 'tunggak']"
coba coba,1,"['coba', 'coba']"
lumayan,1,['lumayan']
msh tama coba oke trs,1,"['msh', 'tama', 'coba', 'oke', 'trs']"
bagus,1,['bagus']
ongkir mahal bgtt trus layan kirim lambat cba viturny kirim ninja expres jnt layan bgs desa kurir gk butuh,0,"['ongkir', 'mahal', 'bgtt', 'trus', 'layan', 'kirim', 'lambat', 'cba', 'viturny', 'kirim', 'ninja', 'expres', 'jnt', 'layan', 'bgs', 'desa', 'kurir', 'gk', 'butuh']"
harap panjang kontrak mitra kirim ninja ekspres jnt,0,"['harap', 'panjang', 'kontrak', 'mitra', 'kirim', 'ninja', 'ekspres', 'jnt']"
note lazada plafon digital ruang jual beli daring responsif kondusif terima putus seller customer masuk diplatfon evaluasi seller customer kala indikasi negatif sungkan cut off block permanen,0,"['note', 'lazada', 'plafon', 'digital', 'ruang', 'jual', 'beli', 'daring', 'responsif', 'kondusif', 'terima', 'putus', 'seller', 'customer', 'masuk', 'diplatfon', 'evaluasi', 'seller', 'customer', 'kala', 'indikasi', 'negatif', 'sungkan', 'cut', 'off', 'block', 'permanen']"
ongkir mahal,0,"['ongkir', 'mahal']"
baek,1,['baek']
sat lumayan,1,"['sat', 'lumayan']"
tolong lazada kirim cepat banget wor it mah,0,"['tolong', 'lazada', 'kirim', 'cepat', 'banget', 'wor', 'it', 'mah']"
tolong perhati segi barang kecewa,0,"['tolong', 'perhati', 'segi', 'barang', 'kecewa']"
suka senang mudah lazada butuh perlu pusat belanja lazada,0,"['suka', 'senang', 'mudah', 'lazada', 'butuh', 'perlu', 'pusat', 'belanja', 'lazada']"
ongkirnya kesini mahal mah dapet promo,0,"['ongkirnya', 'kesini', 'mahal', 'mah', 'dapet', 'promo']"
sayah bintang pesan sayah kemaren jga batal,0,"['sayah', 'bintang', 'pesan', 'sayah', 'kemaren', 'jga', 'batal']"
bantu butuh dlm hidup manusia amin,0,"['bantu', 'butuh', 'dlm', 'hidup', 'manusia', 'amin']"
mantap,1,['mantap']
tenggat bayar tambahin menit g ky shppe,0,"['tenggat', 'bayar', 'tambahin', 'menit', 'g', 'ky', 'shppe']"
makasih lajada,1,"['makasih', 'lajada']"
jujur mkin mkin lot,0,"['jujur', 'mkin', 'mkin', 'lot']"
sya ksih dlu klau brang sesuai degan pesan sya akn sya ksih bintang,1,"['sya', 'ksih', 'dlu', 'klau', 'brang', 'sesuai', 'degan', 'pesan', 'sya', 'akn', 'sya', 'ksih', 'bintang']"
udah gua beli produk lazada lazada paylater gua uinstal mampus kau beli produk lazada paylater,0,"['udah', 'gua', 'beli', 'produk', 'lazada', 'lazada', 'paylater', 'gua', 'uinstal', 'mampus', 'kau', 'beli', 'produk', 'lazada', 'paylater']"
gimana akun masuk kox gk,0,"['gimana', 'akun', 'masuk', 'kox', 'gk']"
lumayan lahhh,1,"['lumayan', 'lahhh']"
mantap,1,['mantap']
tolong kerja kurir amanah,0,"['tolong', 'kerja', 'kurir', 'amanah']"
app didownload,0,"['app', 'didownload']"
tolong lazada jasa kirim pake ninja pake jnt mulu daerah cabang,0,"['tolong', 'lazada', 'jasa', 'kirim', 'pake', 'ninja', 'pake', 'jnt', 'mulu', 'daerah', 'cabang']"
knpa skrng lazada jdi susah blnja,0,"['knpa', 'skrng', 'lazada', 'jdi', 'susah', 'blnja']"
gimana dapet diskon fre ongkir bong pake diskon guna dapet fre ongkir mah bae dah ah tolong adain fre ongkir guna min,0,"['gimana', 'dapet', 'diskon', 'fre', 'ongkir', 'bong', 'pake', 'diskon', 'guna', 'dapet', 'fre', 'ongkir', 'mah', 'bae', 'dah', 'ah', 'tolong', 'adain', 'fre', 'ongkir', 'guna', 'min']"
test order,1,"['test', 'order']"
mantap aplikasi bantu,1,"['mantap', 'aplikasi', 'bantu']"
mantap,1,['mantap']
lazada emang suka sebel toko suka tipu customer lapak jual gamis pas sen eh datengnya kemeja kesel kak tolong kak tindak toko suka tiputerimakasih,1,"['lazada', 'emang', 'suka', 'sebel', 'toko', 'suka', 'tipu', 'customer', 'lapak', 'jual', 'gamis', 'pas', 'sen', 'eh', 'datengnya', 'kemeja', 'kesel', 'kak', 'tolong', 'kak', 'tindak', 'toko', 'suka', 'tiputerimakasih']"
bagus,1,['bagus']
versi lawas,1,"['versi', 'lawas']"
mantap,1,['mantap']
hallo lazada laz paylater beku bayar beku aplikasi lazada kecewa cm suruh bayar cicil lunas moga dan bijak nilai orang niat bayar orang niat bayar aplikasi bayar tagih lambat otomatis langsung buka paylater kunci lazada beku biarpun bayar guna lazada spt sy,0,"['hallo', 'lazada', 'laz', 'paylater', 'beku', 'bayar', 'beku', 'aplikasi', 'lazada', 'kecewa', 'cm', 'suruh', 'bayar', 'cicil', 'lunas', 'moga', 'dan', 'bijak', 'nilai', 'orang', 'niat', 'bayar', 'orang', 'niat', 'bayar', 'aplikasi', 'bayar', 'tagih', 'lambat', 'otomatis', 'langsung', 'buka', 'paylater', 'kunci', 'lazada', 'beku', 'biarpun', 'bayar', 'guna', 'lazada', 'spt', 'sy']"
kasih turun,0,"['kasih', 'turun']"
mun marurah mah karak bere bintang,0,"['mun', 'marurah', 'mah', 'karak', 'bere', 'bintang']"
apasaja garis ongkis,0,"['apasaja', 'garis', 'ongkis']"
tipu lazada akun lazada suami ku hack sat transfer bayar pesan batal otomatis dana masuk akun hack alhasil uang hilang akun hilang tolong lazada tindak jual bodong bnyak rugi nama lazada jg jelek,0,"['tipu', 'lazada', 'akun', 'lazada', 'suami', 'ku', 'hack', 'sat', 'transfer', 'bayar', 'pesan', 'batal', 'otomatis', 'dana', 'masuk', 'akun', 'hack', 'alhasil', 'uang', 'hilang', 'akun', 'hilang', 'tolong', 'lazada', 'tindak', 'jual', 'bodong', 'bnyak', 'rugi', 'nama', 'lazada', 'jg', 'jelek']"
lumayan,1,['lumayan']
apl bagus pecah game telur hadiah,1,"['apl', 'bagus', 'pecah', 'game', 'telur', 'hadiah']"
min versi lite,1,"['min', 'versi', 'lite']"
